doc_idx,filename,category,snippet_text
145,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,Agreement Date,"['17t h day of May, 2017']"
145,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,Expiration Date,"['This contract shall remain in effect initially for the five (5) year term (""Initial Term"") from the date signed and shall be automatically extended for one (1) year periods after the Initial Term (""Renewal Term"") unless (i) either party provides written notice of its intention not to renew the Agreement within 180 days prior to any Renewal Term; or (ii) this Agreement is otherwise terminated pursuant to the terms of this Section 12.']"
145,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,Renewal Term,"['This contract shall remain in effect initially for the five (5) year term (""Initial Term"") from the date signed and shall be automatically extended for one (1) year periods after the Initial Term (""Renewal Term"") unless (i) either party provides written notice of its intention not to renew the Agreement within 180 days prior to any Renewal Term; or (ii) this Agreement is otherwise terminated pursuant to the terms of this Section 12.']"
145,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,Notice Period To Terminate Renewal,"['This contract shall remain in effect initially for the five (5) year term (""Initial Term"") from the date signed and shall be automatically extended for one (1) year periods after the Initial Term (""Renewal Term"") unless (i) either party provides written notice of its intention not to renew the Agreement within 180 days prior to any Renewal Term; or (ii) this Agreement is otherwise terminated pursuant to the terms of this Section 12.']"
146,StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf,Parties,"['STAAR', 'Distributor', 'STAAR SURGICAL AG']"
146,StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf,Agreement Date,['____________']
146,StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf,Effective Date,['____________']
146,StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf,Expiration Date,"['The term of this Agreement shall commence on the Effective Date and terminate in _____________, on _____________, unless terminated earlier pursuant to the terms of this Agreement; provided, however, that this Agreement may be renewed for successive one (1) year periods if STAAR and Distributor expressly agree in writing and in their sole discretion to renew this Agreement prior to the foregoing termination date or any successive renewal term.']"
146,StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf,Renewal Term,"['The term of this Agreement shall commence on the Effective Date and terminate in _____________, on _____________, unless terminated earlier pursuant to the terms of this Agreement; provided, however, that this Agreement may be renewed for successive one (1) year periods if STAAR and Distributor expressly agree in writing and in their sole discretion to renew this Agreement prior to the foregoing termination date or any successive renewal term.']"
147,ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf,Parties,"['Zogenix', 'Distributor', 'Zogenix and Distributor may be referred to individually as a ""Party"" and collectively as the ""Parties"".', 'ZOGENIX, INC.', 'Nippon Shinyaku Company, Ltd.']"
147,ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf,Agreement Date,"['March 18, 2019']"
147,ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf,Effective Date,"['March 18, 2019']"
147,ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf,Expiration Date,"['This Agreement shall commence on the Effective Date and shall remain in effect until September 1, 2045, unless earlier terminated by either Party pursuant to this Article 12 (the ""Term"").']"
148,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf,Parties,"['Armstrong Flooring, Inc.', 'Buyer', '""Licensing"" and together with Seller, ""Arizona"")', 'AHF Holding, Inc.', 'AFI Licensing LLC', 'Seller', 'formerly known as Tarzan HoldCo, Inc.)', 'Armstrong Hardwood Flooring Company', 'each of Arizona on the one hand and the Buyer Entities on the other hand, a ""Party"" and collectively, the ""Parties"").', '(the ""Company"" and together with Buyer the ""Buyer Entities""']"
148,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf,Agreement Date,"['December 31, 2018']"
148,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf,Effective Date,"['December 31, 2018']"
148,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf,Expiration Date,"['Unless earlier terminated pursuant to the provisions hereof, the term of this Agreement and the licenses and other grants of rights (and related obligations) under this Agreement shall (i) with respect to the Arizona Licensed Trademarks, be for the Arizona Trademark License Term, (ii) with respect to the Diamond Licensed Trademarks, be for the Diamond Trademark License Term, (iii) with respect to the Phase- Out Marks, be for the term set forth in Section 6.6, and (iv) with respect to Copyrights, Know-How and Patents, be in perpetuity.']"
149,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,Parties,"['Fox and Licensee are collectively referred to as the ""parties"" and each individually as a ""party.""', 'Sorrent, Inc.', 'TWENTIETH CENTURY FOX LICENSING & MERCHANDISING', 'Licensee', 'Fox']"
149,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,Agreement Date,"['December 16, 2004,']"
149,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,Effective Date,"['December 16, 2004']"
149,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,Expiration Date,"['The rights granted hereunder shall be effective as of the Effective Date and shall expire on December 31, 2006 (the ""Term""); provided, however, that with respect to each Property, all rights and licenses granted herein will continue in full force and effect for a period of eighteen (18) months after the initial theatrical release of that Property.']"
150,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2.pdf,Parties,"['Glu Mobile, Inc. f/k/a Sorrent, Inc.', 'Licensee', 'Fox Mobile Entertainment, Inc.', 'Fox']"
150,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2.pdf,Agreement Date,"['November 11, 2005']"
151,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3.pdf,Parties,"['Glu Mobile, Inc. f/k/a Sorrent, Inc.', 'Licensee', 'Fox Mobile Entertainment, Inc.', 'Fox']"
151,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3.pdf,Agreement Date,"['March 27, 2006']"
152,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4.pdf,Parties,"['Glu Mobile Inc.', 'Licensee', 'Fox Mobile Entertainment, Inc.', 'Fox']"
152,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4.pdf,Agreement Date,"['February 19, 2007']"
152,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4.pdf,Expiration Date,"['The rights granted hereunder shall be effective as of the Effective Date and shall expire on December 31, 2006 (the ""Term""); provided, however, that with respect to each Property, including Robots, Kingdom of Heaven, Mr. and Mrs. Smith, In Her Shoes, Idiocracy (Oww My Balls) and Ice Age II, all right and licenses granted herein will continue in full force and effect until March 31, 2008.""']"
153,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1.pdf,Parties,"['Beijing SINA Internet Information Service Co., Ltd.', 'Beijing Yisheng Leju Information Services Co., Ltd.', 'Licensor', '""Licensee"" and together with Licensor, the ""Parties"" and each a ""Party"")']"
153,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1.pdf,Effective Date,"['""Effective Date"" means the Closing Date as set forth in the Share Purchase Agreement.']"
153,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1.pdf,Expiration Date,"['The initial term of this Agreement (the ""Initial Term"") shall commence on the Effective Date and shall continue for a period of ten (10) years thereafter.']"
154,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2.pdf,Parties,"['Beijing SINA', 'Shanghai SINA Leju Information Technology Co. Ltd.', 'SINA Leju', 'Beijing SINA Internet Information Service Co.']"
154,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2.pdf,Agreement Date,"['day of , 2009']"
155,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.pdf,Parties,"[""Papa John's Marketing Fund, Inc"", ""Papa John's International, Inc."", 'ABG-Shaq, LLC', 'ABG', 'PJI', 'PJMF', 'PJMF and PJI are, individually and collectively, ""PAPA JOHN\'S""']"
155,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.pdf,Agreement Date,"['March 15, 2019']"
155,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.pdf,Effective Date,"['March 15, 2019']"
155,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.pdf,Expiration Date,"['Unless earlier terminated in accordance with the provisions hereof, the initial term of this Agreement (""Term"") is the Effective Date through March 15, 2022.']"
155,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.pdf,Renewal Term,"[""The Agreement may be extended for one (1) year upon the parties' mutual agreement in writing, it being specifically understood the services to be performed by CELEBRITY (on behalf of ABG) and remuneration to ABG in connection with the same shall be negotiated in good faith.""]"
156,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3.pdf,Parties,"['Member', '___________________________', 'Franchisee']"
156,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3.pdf,Agreement Date,"['this  _____ day of _________, 20___']"
157,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf,Parties,"['Pizza Fusion Holding, Inc.', '""You"" and ""your"" refers to the Franchisee.', 'the individual or legal entity identified on the cover page', '""we,"" ""us"" and ""our"" refers to Pizza Fusion Holding, Inc., the franchisor', 'Franchisee']"
157,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf,Expiration Date,"['This Agreement expires ten (10) years from the Agreement Date (the ""Term""), unless it is terminated sooner as provided in other sections of this Agreement.']"
157,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf,Renewal Term,"['When this Agreement expires, you will have the option to continue the franchise relationship with us for two (2) additional terms of ten (10) years each.']"
158,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,Parties,"['Playboy.com, Inc.', '""Client,"" which shall include  affiliates controlling, controlled by or under common control with Playboy.com, Inc.', 'EFS', 'eFashion Solutions, LLC']"
158,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,Agreement Date,"['January 15, 2008']"
158,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,Effective Date,"['January 15, 2008']"
158,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,Expiration Date,"['This Agreement shall commence as of the Effective Date and, unless earlier terminated as provided under  this Agreement, shall terminate five (5) years following the date of launch of the first Website, but in no event later than February  28, 2013 (the ""Initial Term"").']"
158,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,Renewal Term,"['This Agreement shall automatically renew for an additional period of three (3) years (such renewal  and each subsequent renewal shall be defined as a ""Renewal Term"") provided that EFS achieves Net Merchandise Sales of at  least ***** during the fourth year following launch of the first Website.']"
159,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement2.pdf,Parties,"['SUPPLIER', 'PLAYBOY.COM, INC.', 'PURCHASER']"
160,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.pdf,Parties,"['Cisco', 'ScanSource, Inc.', 'Distributor', 'Cisco Systems, Inc.']"
160,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.pdf,Agreement Date,"['January 22, 2007']"
160,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.pdf,Effective Date,"['January 22, 2007', 'the date last written below (""the Effective Date"")']"
160,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.pdf,Expiration Date,"['This Agreement shall commence on the Effective Date and continue thereafter for a period of two (2) years, unless extended by written agreement of both parties or sooner terminated as set forth below.']"
160,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.pdf,Renewal Term,"[""Without prejudice to either party's right to terminate this Agreement as set forth in sub\u200b sections 18.2 to 18.5 below, Cisco may, by written notice to Distributor, given at least thirty (30) days prior to the end of the then-current term of the Agreement, extend the term of the Agreement for the period set forth in such notice, up to a maximum of one (1) year beyond the then- current expiration date.""]"
